id,nombre_archivo,origen_url,autor_o_sitio,licencia,fecha_consulta,duracion_segundos,resolucion,fps,condicion,uso
VC-001,trafico_cruce.mp4,https://mixkit.co/free-stock-video/traffic-in-a-crossroads-4343/,Mixkit,Mixkit Stock Video Free License,2026-09-11,7.2,1280x720,30,"día; cruce urbano; vista elevada","prueba de concepto y calibración inicial"
